,Tweets,class
1007,pictures and reports of  empty hospitals  prove covid  spread is  fake crisis for real government planned agendas ,0
198,did china steal coronavirus from canada and weaponize it ,0
1033,looking after your mental health,0
496,vitamin c and its application to the treatment of ncov coronavirus,0
582,the gates of hell,0
97,canadian truckers recently shut down north america s busiest land border crossing to protest covid  mandates  but in the united states  truck drivers have long been frustrated with other problems  like bad pay for long hours and weeks away from home  https   t co ,1
405,hong kong s new measures to combat covid  are unsettling bankers and investors  many of whom were already struggling to square business and family commitments with curtailed travel https   t co ,1
634, we all share the same goal   to get to a point where covid  is no longer disrupting our daily lives  a time when it won t be a constant crisis   rather something we can prevent  protect against  and treat   said dr  rochelle walensky cdc director  https   t co ,1
163,the white house is unveiling a new covid  strategy  here s what you need to know  https   t co rqyrtxwcqw https   t co ,1
285,the massive covid  hoax,0
665,at the  olympics  the key to freedom is a number    it s the positive negative threshold organizers are looking at on covid  tests   a reading below  triggers a positive  above  a negative   ap journalist  johnleicester has found himself on both sides of that line  https   t co awjatzavkd,1
358,in opinion drugs for covid  are critical   unfortunately  nearly every step of the pathway by which americans might get the drugs we have available seems designed to prevent it from happening   writes  aaronecarroll  https   t co ,1
55,aaron rodgers has apologized to his  loved ones  who got caught  in the middle of  the attention directed at him after his covid  comments earlier in the season https   t co ,1
80,drug overdose deaths have doubled over the past six years  soaring in recent months amid the covid  pandemic and continued rise of fentanyl https   t co ,1
524,the eu is exploiting the crisis to advance its own interest,0
667,a rapidly growing list of canadian provinces moved to lift their covid  restrictions as protesters decrying vaccine mandates and other precautions kept up the pressure with truck blockades in the capital and at key u s  border crossings  https   t co ,1
425,healthcare companies that came up with effective covid  vaccines  treatments and tests are seeing a huge financial payoff and are starting to spend their cash  while grappling with questions about whether the growth is sustainable https   t co ,1
63,another weekend of protests against canada s covid  mandates saw around  arrests in the nation s capital https   t co ,1
541,dr  tenpenny  this is the biggest scam ever perpetrated on the human race,0
